Probe Enemies,Divination,Elf,3,Priests Spell Compendium Volume 2
Analyze Contraption,Divination,Gnome,3,Priests Spell Compendium Volume 1
Divine Purpose,Divination,Gond,3,Priests Spell Compendium Volume 1
Detect Ambush,Divination,Hoar,3,Priests Spell Compendium Volume 1
Determine Final Rest,Divination,Kelemvor,3,Priests Spell Compendium Volume 1
Listening Shadow,Divination,Mask,3,Priests Spell Compendium Volume 2
Detect Curse,Divination,Mulhorandi Pantheon,3,Priests Spell Compendium Volume 1
Haunting Notes,Divination,Shaman,3,Priests Spell Compendium Volume 2
Call Spirit,Divination,,3,Priests Spell Compendium Volume 1
Detect Cursed Item,Divination,,3,Priests Spell Compendium Volume 1
Detect Illusion,Divination,,3,Priests Spell Compendium Volume 1
Dream Vision,Divination,,3,Priests Spell Compendium Volume 1
Find Portal,Divination,,3,Priests Spell Compendium Volume 1
Locate Object,Divination,,3,Priests Spell Compendium Volume 2
Sympathetic Magic I,Divination,,3,Priests Spell Compendium Volume 3
That Art Thou,Divination,,3,Priests Spell Compendium Volume 3
Speak with Dead,"Divination, Necromantic",,3,Priests Spell Compendium Volume 2
Extradimensional Detection,"Divination, Numbers",,3,Priests Spell Compendium Volume 1
Speak with the Drowned Dead,"Divination, Water",Umberlee,3,Priests Spell Compendium Volume 2
Water Window,"Divination, Water",,3,Priests Spell Compendium Volume 3
Eye of Fire,"Combat, Sun",Mulhorandi Pantheon,3,Priests Spell Compendium Volume 1
Moon Blade,"Combat, Sun",Selune,3,Priests Spell Compendium Volume 2
Blacklight,"Combat, Sun",Shar,3,Priests Spell Compendium Volume 1
Shadow Sword,"Combat, Sun",Shaundakul,3,Priests Spell Compendium Volume 2
Continual Light,"Creation, Guardian, Sun",,3,Priests Spell Compendium Volume 1
Sunstroke,"Fire, Sun",Lathander,3,Priests Spell Compendium Volume 3
Heat Exhaustion,"Fire, Sun",,3,Priests Spell Compendium Volume 2
Shadowcloak,"Protection, Sun",Mask,3,Priests Spell Compendium Volume 2
Armor of Darkness,"Protection, Sun",Shar,3,Priests Spell Compendium Volume 1
Shavarash's Infravision,Sun,Elf,3,Priests Spell Compendium Volume 2
Glow,Sun,Lathander,3,Priests Spell Compendium Volume 2
Sunrise,Sun,Lathander,3,Priests Spell Compendium Volume 3
Continual Shadow,Sun,Mask,3,Priests Spell Compendium Volume 1
Starshine,Sun,,3,Priests Spell Compendium Volume 3
Sunblade,Sun,,3,Priests Spell Compendium Volume 3
Warmth,Sun,,3,Priests Spell Compendium Volume 3
Starflight,"Air, Travelers",Mystra,3,Priests Spell Compendium Volume 3
Create Campsite,Travelers,,3,Priests Spell Compendium Volume 1
Helping Hand,Travelers,,3,Priests Spell Compendium Volume 2
Know Customs,Travelers,,3,Priests Spell Compendium Volume 2
Feat,All,Tymora,4,Priests Spell Compendium Volume 1
Multiple Message Mote,All,Tyr,4,Priests Spell Compendium Volume 2
Sea Form,All,"Umberlee, Valkur",4,Priests Spell Compendium Volume 2
Censure,All,,4,Priests Spell Compendium Volume 1
Dweomerflow,All,,4,Priests Spell Compendium Volume 1
Focus,All,,4,Priests Spell Compendium Volume 1
Reward,All,,4,Priests Spell Compendium Volume 2
Uplift,All,,4,Priests Spell Compendium Volume 3
Breath of the Elements,Elemental (All),,4,Priests Spell Compendium Volume 1
"Protection from Elementals, 10-ft. Radius",Elemental (All),,4,Priests Spell Compendium Volume 2
Chaotic Combat,Chaos,,4,Priests Spell Compendium Volume 1
Chaotic Sleep,Chaos,,4,Priests Spell Compendium Volume 1
Inverted Ethics,Chaos,,4,Priests Spell Compendium Volume 2
Protection from Misfortune,"Chaos, Protection",Tymora,4,Priests Spell Compendium Volume 2
Conceal Riches,Charm,Dwarf,4,Priests Spell Compendium Volume 1
Contract of Nephthys,Charm,Mulhorandi Pantheon,4,Priests Spell Compendium Volume 1
Veil of Djalice,Charm,Sune,4,Priests Spell Compendium Volume 3
Bad Medicine,Charm,,4,Priests Spell Compendium Volume 1
Cloak of Bravery,Charm,,4,Priests Spell Compendium Volume 1
Free Action,Charm,,4,Priests Spell Compendium Volume 1
Gloomcloud,Charm,,4,Priests Spell Compendium Volume 2
Hold Metal,Charm,,4,Priests Spell Compendium Volume 2
Imbue with Spell Ability,Charm,,4,Priests Spell Compendium Volume 2
Pacify,Charm,,4,Priests Spell Compendium Volume 2
Remorse,Charm,,4,Priests Spell Compendium Volume 2
Spelltouch,Charm,,4,Priests Spell Compendium Volume 2
Anyspell,"Charm, Creation",Mystra,4,Priests Spell Compendium Volume 1
Histachii Brew,"Animal, Creation",Hlondathan only,4,Priests Spell Compendium Volume 2
Anyspell,"Charm, Creation",Mystra,4,Priests Spell Compendium Volume 1
Sanctified Marker,Creation,Deneir,4,Priests Spell Compendium Volume 2
Horn of Plenty,Creation,Halfling,4,Priests Spell Compendium Volume 2
Doublecoin,Creation,Lliira,4,Priests Spell Compendium Volume 1
Fertility,Creation,Mielikki,4,Priests Spell Compendium Volume 1
Duplicate,Creation,Oghma,4,Priests Spell Compendium Volume 1
Polymorph Self,Creation,,4,Priests Spell Compendium Volume 2
Sticks to Snakes,"Creation, Plant",,4,Priests Spell Compendium Volume 3
Doomtide,"Combat, Guardian",Beshaba,4,Priests Spell Compendium Volume 1
Skull of Secrets,Guardian,Cyric,4,Priests Spell Compendium Volume 2
Attunement,Guardian,Drow,4,Priests Spell Compendium Volume 1
Guardian Hammer,Guardian,Dwarf,4,Priests Spell Compendium Volume 2
Stone Trap,Guardian,Dwarf,4,Priests Spell Compendium Volume 3
Animate Statue,Guardian,,4,Priests Spell Compendium Volume 1
Dimensional Anchor,Guardian,,4,Priests Spell Compendium Volume 1
Lesser Guardian Seal,Guardian,,4,Priests Spell Compendium Volume 2
Abjure,"Guardian, Summoning",,4,Priests Spell Compendium Volume 1
Boon of the God,"Combat, Healing",Tyr,4,Priests Spell Compendium Volume 1
Healing Hand,Healing,Ilmater,4,Priests Spell Compendium Volume 2
Cure Serious Wounds,Healing,,4,Priests Spell Compendium Volume 1
Endurance,Healing,,4,Priests Spell Compendium Volume 1
Fortify Healing,Healing,,4,Priests Spell Compendium Volume 1
Neutralize Poison,Healing,,4,Priests Spell Compendium Volume 2
Regenerate Serious Wounds,Healing,,4,Priests Spell Compendium Volume 2
Sustain,Healing,,4,Priests Spell Compendium Volume 3
Magefire,"Healing, Necromantic, Protection",Mystra,4,Priests Spell Compendium Volume 2
Protection from Misfortune,"Chaos, Protection",Tymora,4,Priests Spell Compendium Volume 2
Magefire,"Healing, Necromantic, Protection",Mystra,4,Priests Spell Compendium Volume 2
Endurance of Ilmater,"Necromantic, Protection",Ilmater,4,Priests Spell Compendium Volume 1
Blood Mantle,"Necromantic, Protection",Tempus,4,Priests Spell Compendium Volume 1
Softwood,"Plant, Protection",,4,Priests Spell Compendium Volume 2
Awakening,Protection,Lathander,4,Priests Spell Compendium Volume 1
Weapon Immunity,Protection,Mulhorandi Pantheon,4,Priests Spell Compendium Volume 3
Mantle of Mystra,Protection,Mystra,4,Priests Spell Compendium Volume 2
Transfer Curse,Protection,Shaman,4,Priests Spell Compendium Volume 3
Skulk,Protection,Shar,4,Priests Spell Compendium Volume 2
Hand of Torm,Protection,Torm,4,Priests Spell Compendium Volume 2
Dragon Scales,Protection,,4,Priests Spell Compendium Volume 1
Hand of Fate,Protection,,4,Priests Spell Compendium Volume 2
Mind Cloak,Protection,,4,Priests Spell Compendium Volume 2
Protection from Electricity,Protection,,4,Priests Spell Compendium Volume 2
"Protection from Evil, 10-ft. Radius",Protection,,4,Priests Spell Compendium Volume 2
Protection from Gas,Protection,,4,Priests Spell Compendium Volume 2
Protection from Lycanthropes,Protection,,4,Priests Spell Compendium Volume 2
"Protection from Prime, 10-ft. Radius",Protection,,4,Priests Spell Compendium Volume 2
Protection from Traps,Protection,,4,Priests Spell Compendium Volume 2
Protection from Undead,Protection,,4,Priests Spell Compendium Volume 2
Snake Barrier,Protection,,4,Priests Spell Compendium Volume 2
Spell Immunity,Protection,,4,Priests Spell Compendium Volume 2
Weather Dome,Protection,,4,Priests Spell Compendium Volume 3
Wall of Moonlight,"Protection, Sun",Selune,4,Priests Spell Compendium Volume 3
Faith Magic Zone,"Protection, Wards","Eldath, Mielikki, Silvanus",4,Priests Spell Compendium Volume 1
Stormcloak,"Protection, Water",Umberlee,4,Priests Spell Compendium Volume 3
Shellskin,"Protection, Water",,4,Priests Spell Compendium Volume 2
Blessed Forgetfulness,"Necromantic, Thought",,4,Priests Spell Compendium Volume 1
Azuth's Fedensor,Thought,Azuth,4,Priests Spell Compendium Volume 1
Deflect Psionics,Thought,Dwarf,4,Priests Spell Compendium Volume 1
Genius,Thought,,4,Priests Spell Compendium Volume 2
Mental Domination,Thought,,4,Priests Spell Compendium Volume 2
Modify Memory,Thought,,4,Priests Spell Compendium Volume 2
Rapport,Thought,,4,Priests Spell Compendium Volume 2
Scroll,Thought,,4,Priests Spell Compendium Volume 2
Solipsism,Thought,,4,Priests Spell Compendium Volume 2
Thought Broadcast,Thought,,4,Priests Spell Compendium Volume 3
Touch of the Styx,Thought,,4,Priests Spell Compendium Volume 3
Faith Magic Zone,"Protection, Wards","Eldath, Mielikki, Silvanus",4,Priests Spell Compendium Volume 1
Crypt Ward,Wards,Dwarf,4,Priests Spell Compendium Volume 1
Solitude,Wards,Elf,4,Priests Spell Compendium Volume 2
Fire Purge,Wards,,4,Priests Spell Compendium Volume 1
Minor Ward,Wards,,4,Priests Spell Compendium Volume 2
Surelock,Wards,,4,Priests Spell Compendium Volume 3
Weather Stasis,"Wards, Weather",,4,Priests Spell Compendium Volume 3
Abeyance,All,,5,Priests Spell Compendium Volume 1
Atonement,All,,5,Priests Spell Compendium Volume 1
Commune,All,,5,Priests Spell Compendium Volume 1
Prepare Enchantment,All,,5,Priests Spell Compendium Volume 2
"Protection from Fiends, 10-ft. Radius",All,,5,Priests Spell Compendium Volume 2
Quest,All,,5,Priests Spell Compendium Volume 2
True Seeing,All,,5,Priests Spell Compendium Volume 3
Focal Stone,"All, Earth",,5,Priests Spell Compendium Volume 1
Converse,"Animal, Elemental (All), Plant",Shaman,5,Priests Spell Compendium Volume 1
Conjure Elemental,Elemental (All),,5,Priests Spell Compendium Volume 1
Rejuvenate,"Elemental (All), Plant",,5,Priests Spell Compendium Volume 2
Elemental Protection,"Elemental (All), Protection",,5,Priests Spell Compendium Volume 1
Chaotic Commands,Chaos,,5,Priests Spell Compendium Volume 1
Azuth's Immobility,Charm,Azuth,5,Priests Spell Compendium Volume 1
Charm Spirit,Charm,Shaman,5,Priests Spell Compendium Volume 1
Kiss of Sharess,Charm,Sharess,5,Priests Spell Compendium Volume 2
Advice,Charm,,5,Priests Spell Compendium Volume 1
Berserk,Charm,,5,Priests Spell Compendium Volume 1
Code of Secrecy,Charm,,5,Priests Spell Compendium Volume 1
Meld,Charm,,5,Priests Spell Compendium Volume 2
Possess,Charm,,5,Priests Spell Compendium Volume 2
Right of Might,"Charm, Combat",Iyachtu Xvim,5,Priests Spell Compendium Volume 2
Forgotten Melody,"Charm, Combat",Milil,5,Priests Spell Compendium Volume 1
Melisander's Harp,"Charm, Combat",Oghma,5,Priests Spell Compendium Volume 2
Might of Mystra,"Charm, Divination",Mystra,5,Priests Spell Compendium Volume 2
Dark Promise,"Charm, Necromantic",Cyric,5,Priests Spell Compendium Volume 1
Candle of Calm,"Charm, Protection",Lliira,5,Priests Spell Compendium Volume 1
Favor of Valkur,"Charm, Water",Valkur,5,Priests Spell Compendium Volume 1
Misfortune,"Combat, Charm",Beshaba,5,Priests Spell Compendium Volume 2
Probing Arm,Creation,Gond,5,Priests Spell Compendium Volume 2
Repair Item,Creation,Gond,5,Priests Spell Compendium Volume 2
Chain Creation,Creation,Lathander,5,Priests Spell Compendium Volume 1
Blessed Abundance,Creation,,5,Priests Spell Compendium Volume 1
Float,Creation,,5,Priests Spell Compendium Volume 1
Soul Forge,"Creation, Law",Dwarf,5,Priests Spell Compendium Volume 2
Rune of Power,Guardian,Dwarf,5,Priests Spell Compendium Volume 2
Shield of Lathander,Guardian,Lathander,5,Priests Spell Compendium Volume 2
Wailing Whips,Guardian,Loviatar,5,Priests Spell Compendium Volume 3
Word of Binding,Guardian,Oghma,5,Priests Spell Compendium Volume 3
Golem,Guardian,,5,Priests Spell Compendium Volume 2
Page Guardian,Guardian,,5,Priests Spell Compendium Volume 2
Unceasing Vigilance of the Holy Sentinel,Guardian,,5,Priests Spell Compendium Volume 3
Enchant Phylactery,"Guardian, Protection",Mystra,5,Priests Spell Compendium Volume 1
Dispel Evil,"Guardian, Summoning",,5,Priests Spell Compendium Volume 1
Moonweb,"Guardian, Sun",Selune,5,Priests Spell Compendium Volume 2
Succor of Berronar,Healing,Dwarf,5,Priests Spell Compendium Volume 3
Loving Pain,Healing,Loviatar,5,Priests Spell Compendium Volume 2
Song of Healing,Healing,Milil,5,Priests Spell Compendium Volume 2
Cure Critical Wounds,Healing,,5,Priests Spell Compendium Volume 1
Mental Strength,Healing,,5,Priests Spell Compendium Volume 2
Regenerate Critical Wounds,Healing,,5,Priests Spell Compendium Volume 2
Minor Wealthtwist,"Healing, Necromantic",Lliira,5,Priests Spell Compendium Volume 2
Tree Healing,"Healing, Necromantic, Plant",Mielikki,5,Priests Spell Compendium Volume 3
Water of Eldath,"Healing, Water",Eldath,5,Priests Spell Compendium Volume 3
Candle of Calm,"Charm, Protection",Lliira,5,Priests Spell Compendium Volume 1
Retarget,"Combat, Protection","Eldath, Mielikki, Silvanus",5,Priests Spell Compendium Volume 2
Threefold Boon,"Combat, Protection",Tymora,5,Priests Spell Compendium Volume 3
Elemental Protection,"Elemental (All), Protection",,5,Priests Spell Compendium Volume 1
Enchant Phylactery,"Guardian, Protection",Mystra,5,Priests Spell Compendium Volume 1
Triple Mask,"Necromantic, Protection",Leira,5,Priests Spell Compendium Volume 3
Talona's Blessing,"Necromantic, Protection",Talona,5,Priests Spell Compendium Volume 3
Anti-Plant Shell,"Plant, Protection",,5,Priests Spell Compendium Volume 1
Circle of Stone,Protection,Dwarf,5,Priests Spell Compendium Volume 1
Mantle of Baravar,Protection,Gnome,5,Priests Spell Compendium Volume 2
Faith Armor,Protection,Helm,5,Priests Spell Compendium Volume 1
Shield of the God,Protection,Helm,5,Priests Spell Compendium Volume 2
Kelemvor's Grace,Protection,Kelemvor,5,Priests Spell Compendium Volume 2
Major Curse,Protection,Mulhorandi Pantheon,5,Priests Spell Compendium Volume 2
Shatter Circle,Protection,Mulhorandi Pantheon,5,Priests Spell Compendium Volume 2
Cleanse Community,Protection,Shaman,5,Priests Spell Compendium Volume 1
Dead Magic Shield,Protection,Shaundakul,5,Priests Spell Compendium Volume 1
Adaptation,Protection,,5,Priests Spell Compendium Volume 1
Favor,Protection,,5,Priests Spell Compendium Volume 1
Protection from Petrification,Protection,,5,Priests Spell Compendium Volume 2
Summon Spectator,"Protection, Summoning",Helm,5,Priests Spell Compendium Volume 3
Reflect,"Protection, Sun",Lathander,5,Priests Spell Compendium Volume 2
Impregnable Mind,"Protection, Thought",,5,Priests Spell Compendium Volume 2
Telepathic Broadcast,"Combat, Thought",Tempus,5,Priests Spell Compendium Volume 3
Impregnable Mind,"Protection, Thought",,5,Priests Spell Compendium Volume 2
Illumination,"Sun, Thought",Lathander,5,Priests Spell Compendium Volume 2
Azuth's Exalted Triad,Thought,Azuth,5,Priests Spell Compendium Volume 1
Memory Wrack,Thought,,5,Priests Spell Compendium Volume 2
Mindshatter,Thought,,5,Priests Spell Compendium Volume 2
Thoughtwave,Thought,,5,Priests Spell Compendium Volume 3
Barrier of Retention,Wards,,5,Priests Spell Compendium Volume 1
Elemental Forbiddance,Wards,,5,Priests Spell Compendium Volume 1
Grounding,Wards,,5,Priests Spell Compendium Volume 2
Living Ward,Wards,,5,Priests Spell Compendium Volume 2
Major Ward,Wards,,5,Priests Spell Compendium Volume 2
Shrieking Walls,Wards,,5,Priests Spell Compendium Volume 2
Undead Ward,Wards,,5,Priests Spell Compendium Volume 3
Wandering Glyph,Wards,,5,Priests Spell Compendium Volume 3
Deceive Prying,All,Drow,6,Priests Spell Compendium Volume 1
Garments of Elvenkind,All,Elf,6,Priests Spell Compendium Volume 2
Tenfold Ironguard,All,Helm,6,Priests Spell Compendium Volume 3
Divine Curse,All,,6,Priests Spell Compendium Volume 1
Higher Consecration,All,,6,Priests Spell Compendium Volume 2
Speak with Monsters,All,,6,Priests Spell Compendium Volume 2
Holy Might,"All, Creation",,6,Priests Spell Compendium Volume 2
Holy Vesting,"All, Creation",,6,Priests Spell Compendium Volume 2
Entropy Shield,Chaos,,6,Priests Spell Compendium Volume 1
Everchanging Self,"Chaos, Protection",Mask,6,Priests Spell Compendium Volume 1
Meld of Lolth,Charm,Drow,6,Priests Spell Compendium Volume 2
Chain Madness,Charm,Iyachtu Xvim,6,Priests Spell Compendium Volume 1
Spiritual Corruption,Charm,Iyachtu Xvim,6,Priests Spell Compendium Volume 3
Endless Dance,Charm,Mielikki,6,Priests Spell Compendium Volume 1
Command Monster,Charm,,6,Priests Spell Compendium Volume 1
Control Lycanthrope,Charm,,6,Priests Spell Compendium Volume 1
Feeblemind,Charm,,6,Priests Spell Compendium Volume 1
Instruct,Charm,,6,Priests Spell Compendium Volume 2
Metal Skin,Charm,,6,Priests Spell Compendium Volume 2
Sleep of Dragons,Charm,,6,Priests Spell Compendium Volume 2
Wondrous Recall,"Charm, Creation",Mystra,6,Priests Spell Compendium Volume 3
Permanent Lure,"Charm, Necromantic",Sune,6,Priests Spell Compendium Volume 2
Merge with Nature,"Charm, Necromantic, Plant",Sune,6,Priests Spell Compendium Volume 2
Holy Might,"All, Creation",,6,Priests Spell Compendium Volume 2
Holy Vesting,"All, Creation",,6,Priests Spell Compendium Volume 2
Wondrous Recall,"Charm, Creation",Mystra,6,Priests Spell Compendium Volume 3
Spellsong,Creation,Drow,6,Priests Spell Compendium Volume 2
Create Machine,Creation,Dwarf,6,Priests Spell Compendium Volume 1
Fantastic Machine,Creation,Gond,6,Priests Spell Compendium Volume 1
Dark Way,Creation,Mask,6,Priests Spell Compendium Volume 1
Great Circle,Creation,,6,Priests Spell Compendium Volume 2
Heroes' Feast,Creation,,6,Priests Spell Compendium Volume 2
Inanimate Servant,Creation,,6,Priests Spell Compendium Volume 2
Stone to Flesh,Creation,,6,Priests Spell Compendium Volume 3
Blade Barrier,"Creation, Guardian",,6,Priests Spell Compendium Volume 1
Animate Object,"Creation, Summoning",,6,Priests Spell Compendium Volume 1
Spring Mastery,"Creation, Water",Eldath,6,Priests Spell Compendium Volume 3
Blade Barrier,"Creation, Guardian",,6,Priests Spell Compendium Volume 1
Restore Rune,"Divination, Guardian",Deneir,6,Priests Spell Compendium Volume 2
Ward of Light,Guardian,Lathander,6,Priests Spell Compendium Volume 3
Striking Shadows,Guardian,Mask,6,Priests Spell Compendium Volume 3
Resist Magic,Guardian,Mystra,6,Priests Spell Compendium Volume 2
Create Ibrandlin,Guardian,Shar,6,Priests Spell Compendium Volume 1
Greater Guardian Seal,Guardian,,6,Priests Spell Compendium Volume 2
Imbue Purpose,Guardian,,6,Priests Spell Compendium Volume 2
Psionic Barrier,Guardian,,6,Priests Spell Compendium Volume 2
Dance of the Fallen,"Guardian, Necromantic",Tempus,6,Priests Spell Compendium Volume 1
Forbiddance,"Guardian, Wards",,6,Priests Spell Compendium Volume 1
Dance of Life,Healing,Mielikki,6,Priests Spell Compendium Volume 1
Heal,Healing,,6,Priests Spell Compendium Volume 2
Break Limb,"Healing, Necromantic",,6,Priests Spell Compendium Volume 1
Starharp,"Healing, Protection",Oghma,6,Priests Spell Compendium Volume 3
Anti-Animal Shell,"Animal, Protection",,6,Priests Spell Compendium Volume 1
Everchanging Self,"Chaos, Protection",Mask,6,Priests Spell Compendium Volume 1
Holy Star,"Combat, Protection",Mystra,6,Priests Spell Compendium Volume 2
Luckbolt,"Combat, Protection",Tymora,6,Priests Spell Compendium Volume 2
Starharp,"Healing, Protection",Oghma,6,Priests Spell Compendium Volume 3
Swordward,"Necromantic, Protection",Torm,6,Priests Spell Compendium Volume 3
Azuth's Alteration Mantle,Protection,Azuth,6,Priests Spell Compendium Volume 1
Dying Curse,Protection,Mulhorandi Pantheon,6,Priests Spell Compendium Volume 1
Greater Mantle of Mystra,Protection,Mystra,6,Priests Spell Compendium Volume 2
Crawling Darkness,Protection,Shar,6,Priests Spell Compendium Volume 1
Celestial Protection,Protection,,6,Priests Spell Compendium Volume 1
Force Shapechange,Protection,,6,Priests Spell Compendium Volume 1
Immunity to Weapons,Protection,,6,Priests Spell Compendium Volume 2
Invisibility to Enemies,Protection,,6,Priests Spell Compendium Volume 2
"Protection from Electricity, 10-ft. Radius",Protection,,6,Priests Spell Compendium Volume 2
Disbelief,Thought,,6,Priests Spell Compendium Volume 1
Group Mind,Thought,,6,Priests Spell Compendium Volume 2
Recall Spell,Thought,,6,Priests Spell Compendium Volume 2
Forbiddance,"Guardian, Wards",,6,Priests Spell Compendium Volume 1
Enduring Ward,Wards,Mulhorandi Pantheon,6,Priests Spell Compendium Volume 1
Crushing Walls,Wards,,6,Priests Spell Compendium Volume 1
Dragonbane,Wards,,6,Priests Spell Compendium Volume 1
Land of Stability,Wards,,6,Priests Spell Compendium Volume 2
Summon Divine Minion,All,Mulhorandi Pantheon,7,Priests Spell Compendium Volume 3
Make Real,All,Tyr,7,Priests Spell Compendium Volume 2
Awaken Magic Item,All,,7,Priests Spell Compendium Volume 1
Bestow Major Curse,All,,7,Priests Spell Compendium Volume 1
Gate,All,,7,Priests Spell Compendium Volume 2
Ritual of Transference,All,,7,Priests Spell Compendium Volume 2
Permanency Prayer,"All, Creation",,7,Priests Spell Compendium Volume 2
Sanctify Sacred Site,"All, Plant, Sun",Chauntea,7,Priests Spell Compendium Volume 2
Conjure Greater Elemental,Elemental (All),,7,Priests Spell Compendium Volume 1
Elemental Breach,Elemental (All),,7,Priests Spell Compendium Volume 1
Initiation,Elemental (All),,7,Priests Spell Compendium Volume 2
Sphere of Survival,"Elemental (All), Protection",,7,Priests Spell Compendium Volume 2
Uncontrolled Weather,Chaos,,7,Priests Spell Compendium Volume 3
Nymph's Beauty,Charm,Elf,7,Priests Spell Compendium Volume 2
Tyranny,Charm,Iyachtu Xvim,7,Priests Spell Compendium Volume 3
Calling Melody,Charm,Shaman,7,Priests Spell Compendium Volume 1
Confusion,Charm,,7,Priests Spell Compendium Volume 1
Mindspin,Charm,,7,Priests Spell Compendium Volume 2
Exaction,"Charm, Summoning",,7,Priests Spell Compendium Volume 1
Permanency Prayer,"All, Creation",,7,Priests Spell Compendium Volume 2
Renew Deposit,Creation,Dwarf,7,Priests Spell Compendium Volume 2
Weavesong,Creation,Mystra,7,Priests Spell Compendium Volume 3
Sacred Link,Creation,Tempus,7,Priests Spell Compendium Volume 2
Henley's Digit of Disruption,Creation,,7,Priests Spell Compendium Volume 2
Repulsion,Guardian,Drow,7,Priests Spell Compendium Volume 2
Death Symbol of Bane,Guardian,Iyachtu Xvim,7,Priests Spell Compendium Volume 1
Greater Shield of Lathander,Guardian,Lathander,7,Priests Spell Compendium Volume 2
Ancient Curse,Guardian,,7,Priests Spell Compendium Volume 1
Symbol,"Guardian, Wards",,7,Priests Spell Compendium Volume 3
Cloak of Gaer,Healing,Drow,7,Priests Spell Compendium Volume 1
Bladebless,Healing,Tempus,7,Priests Spell Compendium Volume 1
Regenerate,Healing,,7,Priests Spell Compendium Volume 2
Regenerative Heal,Healing,,7,Priests Spell Compendium Volume 2
Wealthtwist,"Healing, Necromantic",Lliira,7,Priests Spell Compendium Volume 3
Wealthword,"Healing, Necromantic",Lliira,7,Priests Spell Compendium Volume 3
Resplendence of Renewed Youth,"Healing, Necromantic",Tyr,7,Priests Spell Compendium Volume 2
Mist of the Goddess,"Healing, Water",Eldath,7,Priests Spell Compendium Volume 2
Master Rune,"Combat, Protection",Deneir,7,Priests Spell Compendium Volume 2
Biting Shadow,"Combat, Protection",Mask,7,Priests Spell Compendium Volume 1
Anti-Mineral Shell,"Earth, Protection",,7,Priests Spell Compendium Volume 1
Sphere of Survival,"Elemental (All), Protection",,7,Priests Spell Compendium Volume 2
Spellbind,"Necromantic, Protection",Oghma,7,Priests Spell Compendium Volume 2
Azuth's Spell Shield,Protection,Azuth,7,Priests Spell Compendium Volume 1
Guardian Mantle,Protection,Dwarf,7,Priests Spell Compendium Volume 2
Bane,Protection,Mulhorandi Pantheon,7,Priests Spell Compendium Volume 1
Spell Ward,Protection,Mystra,7,Priests Spell Compendium Volume 2
Fortunate Fate,Protection,Tymora,7,Priests Spell Compendium Volume 1
Protection from Death,Protection,,7,Priests Spell Compendium Volume 2
Shield of the Archons,Protection,,7,Priests Spell Compendium Volume 2
Destroy Magedoom,"Protection, Summoning",Azuth,7,Priests Spell Compendium Volume 1
Impervious Sanctity of Mind,"Protection, Thought",,7,Priests Spell Compendium Volume 2
Divine Inspiration,"Divination, Thought",,7,Priests Spell Compendium Volume 1
Mindkiller,"Necromantic, Thought",,7,Priests Spell Compendium Volume 2
Impervious Sanctity of Mind,"Protection, Thought",,7,Priests Spell Compendium Volume 2
Spell Drain,Thought,,7,Priests Spell Compendium Volume 2
Symbol,"Guardian, Wards",,7,Priests Spell Compendium Volume 3
Rune of Impregnable Defense,Wards,Dwarf,7,Priests Spell Compendium Volume 2
Sanctify Crypt,Wards,Mulhorandi Pantheon,7,Priests Spell Compendium Volume 2
Inner Sanctum,Wards,,7,Priests Spell Compendium Volume 2
Sacrosanct,Wards,,7,Priests Spell Compendium Volume 2
Tentacle Walls,Wards,,7,Priests Spell Compendium Volume 3
Tomb Ward,Wards,,7,Priests Spell Compendium Volume 3
